open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1611316800000,31773.0,32773.7,31307.3,32307.8,343.967,1611338399999,11077568.7458,4067,178.094,5734339.2065,0
1611338400000,32316.5,33837.1,32188.2,32970.3,248.167,1611359999999,8248592.1258,3837,139.072,4625630.6884,0
1611360000000,32964.0,33426.7,32024.1,33416.4,221.229,1611381599999,7204660.2913,2979,165.903,5406140.991,0
1611381600000,33395.4,33484.1,31500.0,31664.3,230.056,1611403199999,7503451.7051,3229,179.765,5867923.6154,0
1611403200000,31652.1,32453.0,31406.3,32251.8,236.693,1611424799999,7560224.7038,3118,147.596,4722079.4094,0
1611424800000,32262.8,32580.8,31819.1,32096.9,216.049,1611446399999,6948990.3309,2844,162.877,5241639.659,0
1611446400000,32044.6,33044.1,31598.0,32875.2,197.369,1611467999999,6370199.124,2628,108.29,3492464.4092,0
1611468000000,32916.0,33101.3,32494.0,32879.7,211.72,1611489599999,6930793.197,2690,162.439,5316288.1622,0
1611489600000,32874.7,32975.3,31575.8,31894.2,227.388,1611511199999,7313265.2713,3320,153.054,4924358.3218,0
1611511200000,31868.5,32388.7,30904.5,32274.9,262.601,1611532799999,8322505.1021,3650,119.009,3778585.6027,0
1611532800000,32290.6,33800.0,32193.8,33383.8,233.073,1611554399999,7692283.6733,3275,134.425,4441594.5139,0
1611554400000,33401.0,33567.2,32800.0,33233.6,197.288,1611575999999,6556877.3652,2480,170.602,5671882.6846,0
1611576000000,33236.3,34874.3,33075.8,33783.4,255.59,1611597599999,8742359.5003,3670,131.119,4489726.3318,0
1611597600000,33803.5,34026.0,31896.3,32256.8,260.275,1611619199999,8584184.8687,3772,185.967,6149698.3168,0
1611619200000,32194.4,32844.9,31381.5,32041.6,231.293,1611640799999,7445272.5069,3032,123.328,3978264.1361,0
1611640800000,32044.8,32515.5,31111.0,31816.2,251.307,1611662399999,7998499.7708,3564,122.872,3913268.7558,0
1611662400000,31769.9,32245.9,30813.6,32163.8,287.453,1611683999999,9097900.4772,4549,154.565,4896711.3106,0
1611684000000,32198.8,32934.5,31835.6,32469.3,219.336,1611705599999,7065816.6982,3347,154.603,4985866.1917,0
1611705600000,32457.4,32528.2,31371.5,31476.3,188.665,1611727199999,6025464.9807,2478,132.247,4220036.2103,0
1611727200000,31520.1,31912.3,30579.1,30630.1,223.869,1611748799999,7020840.2354,2970,150.726,4735518.6656,0
1611748800000,30611.0,31079.4,29263.5,30526.9,357.28,1611770399999,10838420.1215,5547,233.486,7093701.3412,0
1611770400000,30542.1,31714.3,29479.6,30389.5,304.026,1611791999999,9319071.665,4285,195.716,5997479.4842,0
1611792000000,30437.1,31885.9,29827.3,31775.1,242.511,1611813599999,7508376.3956,3269,140.863,4354667.8726,0
1611813600000,31775.1,31923.6,30853.0,31456.1,223.008,1611835199999,6991545.3073,2899,144.47,4526562.4907,0
1611835200000,31467.1,32499.2,31149.2,32271.1,234.642,1611856799999,7467468.1012,3250,131.342,4181300.8674,0
1611856800000,32332.1,33800.0,32106.6,33355.5,227.953,1611878399999,7504015.6458,3075,140.629,4619674.1622,0
1611878400000,33395.2,34410.8,32772.5,33058.1,232.114,1611899999999,7805003.8615,3263,128.412,4319088.2468,0
1611900000000,33026.6,38267.3,31997.9,37080.0,451.755,1611921599999,15852999.7832,9042,245.3,8530216.8459,0
1611921600000,37082.3,38617.0,35578.6,35760.2,339.05,1611943199999,12592509.3891,6493,180.934,6713773.02,0
1611943200000,35734.5,36054.8,33453.9,34244.5,284.966,1611964799999,9865597.5377,5677,160.813,5566768.6411,0
1611964800000,34341.4,34928.5,32793.0,33508.9,226.305,1611986399999,7669039.561,3536,146.957,4992585.3191,0
1611986400000,33559.3,34439.4,33136.4,33697.9,208.504,1612007999999,7076470.7889,2921,166.387,5644149.3923,0
1612008000000,33662.8,34567.0,33533.3,34249.7,208.813,1612029599999,7103967.6926,2941,94.641,3212224.1201,0
1612029600000,34245.5,34808.0,34042.3,34279.4,188.414,1612051199999,6476352.2773,2577,123.404,4234612.1929,0
1612051200000,34209.5,34354.1,33689.4,33793.4,171.558,1612072799999,5833841.5349,2239,69.037,2345529.5369,0
1612072800000,33773.7,33917.7,33167.8,33593.9,193.562,1612094399999,6513875.6796,2659,54.279,1829783.0002,0
1612094400000,33592.1,34259.4,32218.9,32299.0,240.358,1612115999999,8001106.1094,3707,158.919,5303961.0558,0
1612116000000,32219.4,33258.0,32188.9,33135.5,214.299,1612137599999,7029125.0477,2911,157.02,5158784.0106,0
1612137600000,33095.2,33969.8,32335.4,33821.5,187.382,1612159199999,6247671.227,2613,88.299,2928597.1484,0
1612159200000,33815.0,34745.7,33316.4,34215.1,204.129,1612180799999,6953959.9567,3037,84.98,2905914.2108,0
1612180800000,34216.0,34449.8,33140.3,34002.9,235.393,1612202399999,7928740.2431,3142,132.971,4476768.5891,0
1612202400000,34000.4,34103.6,33458.0,33531.0,204.851,1612223999999,6921359.4807,2664,136.276,4609229.9712,0
1612224000000,33523.2,34202.4,33413.8,34048.5,170.986,1612245599999,5778204.7815,2159,125.331,4234400.1635,0
1612245600000,34052.0,35660.8,33975.9,34806.1,213.993,1612267199999,7432459.8676,3200,72.069,2486176.8668,0
1612267200000,34806.1,35436.8,34291.8,34909.3,245.046,1612288799999,8548813.9598,3692,82.07,2867401.0426,0
1612288800000,34939.8,36039.7,34850.0,35508.9,195.771,1612310399999,6959728.2562,2796,72.181,2567532.8691,0
1612310400000,35505.9,36949.4,35403.1,36521.1,185.348,1612331999999,6719560.1138,2602,24.615,895234.1403,0
1612332000000,36516.4,36878.5,35621.5,35941.4,201.576,1612353599999,7296141.0858,2563,74.816,2717664.5953,0
1612353600000,35947.0,37328.6,35850.0,37233.3,250.408,1612375199999,9194612.3219,3588,116.758,4287351.6814,0
1612375200000,37214.3,37700.0,36714.1,37660.3,205.949,1612396799999,7652015.8641,2675,151.484,5622242.7356,0
1612396800000,37703.4,38423.8,37414.1,37664.5,221.472,1612418399999,8391606.643,2989,79.45,3011828.3321,0
1612418400000,37664.1,38798.1,36869.7,37400.1,307.999,1612439999999,11628877.9837,4594,103.351,3898490.1885,0
1612440000000,37382.6,37869.1,36222.7,36950.3,266.895,1612461599999,9907019.3603,3919,107.129,3991767.8991,0
1612461600000,36938.4,37883.1,36827.6,37031.0,252.955,1612483199999,9457087.9154,3573,63.498,2378496.499,0
1612483200000,37127.6,37571.5,36600.0,37164.3,187.259,1612504799999,6955688.3594,2471,26.321,976345.8687,0
1612504800000,37192.3,37893.0,37089.6,37756.4,213.632,1612526399999,8034275.1399,2844,44.009,1657475.9035,0
1612526400000,37775.4,38443.5,37615.3,37990.8,244.25,1612547999999,9297443.3776,3377,96.994,3694656.5153,0
1612548000000,37991.2,38393.7,37303.7,38393.7,229.354,1612569599999,8664125.442,2721,153.235,5791407.6634,0
1612569600000,38393.8,39783.8,38280.3,39124.1,274.59,1612591199999,10739452.0389,3971,135.318,5298851.3334,0
1612591200000,39098.4,40557.8,39077.1,40291.3,258.051,1612612799999,10260919.4336,3708,78.371,3126102.3167,0
1612612800000,40273.8,41086.3,40019.0,40288.5,210.801,1612634399999,8545268.3013,3514,54.73,2216877.8646,0
1612634400000,40352.2,40600.5,39129.3,39303.0,246.729,1612655999999,9884206.5274,3293,83.214,3331498.0931,0
1612656000000,39349.2,39721.4,38062.2,38582.6,256.618,1612677599999,9977907.4281,3298,134.476,5243175.7144,0
1612677600000,38567.9,39798.6,38360.0,39130.2,247.122,1612699199999,9698892.0675,3297,92.854,3649602.9038,0
1612699200000,39095.1,39393.4,37457.0,37951.0,272.104,1612720799999,10445601.033,4342,70.008,2683556.2458,0
1612720800000,37953.5,39169.2,37805.3,38898.2,215.392,1612742399999,8290230.4953,3054,81.591,3140259.481,0
1612742400000,38935.9,39282.5,38120.0,38758.9,197.894,1612763999999,7650323.7908,2896,122.104,4722006.1153,0
1612764000000,38739.5,39626.1,38708.7,39505.1,200.334,1612785599999,7864382.9535,2715,100.286,3935662.5879,0
1612785600000,39541.9,45147.7,39187.5,43233.7,669.57,1612807199999,28808290.4637,8574,287.842,12351073.4384,0
1612807200000,43235.8,47030.0,42670.7,46362.8,481.809,1612828799999,21416237.7169,5746,189.329,8453573.0767,0
1612828800000,46534.6,47800.3,45676.1,47014.0,405.444,1612850399999,18950569.5254,4790,126.037,5907348.8923,0
1612850400000,46990.3,48266.9,45683.4,46500.0,360.397,1612871999999,16929754.4366,5216,109.378,5148154.6429,0
1612872000000,46487.0,47231.8,45057.7,46580.0,379.612,1612893599999,17578642.1371,7814,110.593,5112749.627,0
1612893600000,46579.0,47619.0,46316.8,46545.3,264.233,1612915199999,12424900.1914,5385,54.544,2569112.1574,0
1612915200000,46541.1,47039.3,45745.0,46250.2,215.691,1612936799999,10013834.7649,3169,27.948,1296454.8798,0
1612936800000,46267.9,47498.4,46230.1,46750.0,325.771,1612958399999,15246151.6512,4661,92.406,4332695.5102,0
1612958400000,46725.5,46725.5,43750.1,45095.7,561.959,1612979999999,25431540.4482,9710,178.658,8085451.4911,0
1612980000000,45095.7,45399.5,44493.2,44884.2,282.292,1613001599999,12705275.2672,5215,61.812,2780598.0585,0
1613001600000,44918.0,45803.5,44129.2,44793.0,234.402,1613023199999,10505212.6163,3432,45.223,2026033.9952,0
1613023200000,44793.7,46684.3,44520.7,46177.6,250.451,1613044799999,11372499.1407,3797,43.11,1966912.2141,0
1613044800000,46186.5,48783.0,46155.3,47468.9,426.299,1613066399999,20318683.3416,5711,132.594,6330649.8005,0
1613066400000,47494.4,48880.0,46597.6,48078.8,330.225,1613087999999,15731088.0639,4587,85.652,4087707.7143,0
1613088000000,48111.0,49300.8,47000.0,47370.4,397.821,1613109599999,19127654.7939,5259,110.716,5340701.3251,0
1613109600000,47371.9,48188.2,46855.9,47796.2,226.548,1613131199999,10764236.5114,3243,34.214,1626944.0428,0
1613131200000,47779.8,48332.4,46246.4,47910.4,319.893,1613152799999,15207651.1184,4771,129.278,6142096.2401,0
1613152800000,47919.9,48375.7,47073.6,47451.2,313.054,1613174399999,14927930.4107,3925,129.835,6200055.9689,0
1613174400000,47406.8,48319.1,47400.0,48088.3,203.406,1613195999999,9737221.6076,2825,63.971,3064117.3653,0
1613196000000,48109.6,48131.1,46302.4,46669.7,261.662,1613217599999,12357394.3907,3940,85.446,4025386.0409,0
1613217600000,46653.2,47493.9,46268.5,46924.3,266.767,1613239199999,12568187.713,3661,76.506,3602993.2445,0
1613239200000,46978.2,47491.6,46758.5,47290.0,190.056,1613260799999,8948084.9013,2601,47.31,2233351.1341,0
1613260800000,47320.0,49100.0,47170.0,48956.1,353.145,1613282399999,16904380.0833,3883,140.414,6718236.8711,0
1613282400000,49000.0,49531.0,48530.0,49173.5,284.962,1613303999999,13972636.5883,4251,67.93,3331341.1449,0
1613304000000,49142.8,49896.7,48204.5,48733.5,308.37,1613325599999,15114581.2548,4226,68.638,3365431.3537,0
1613325600000,48713.7,49440.0,48514.8,48704.2,246.15,1613347199999,12037880.1163,2990,52.918,2585289.6985,0
1613347200000,48730.1,49160.0,45905.0,46836.2,291.522,1613368799999,13791261.6219,4515,69.005,3244657.5795,0
1613368800000,46795.1,48123.5,46795.1,47863.8,226.371,1613390399999,10764278.1821,3104,109.069,5177275.4043,0
1613390400000,47945.4,48928.1,47532.5,48681.3,225.354,1613411999999,10858725.9148,3214,84.529,4083374.5651,0
1613412000000,48734.7,48909.7,47760.0,47977.0,214.407,1613433599999,10399907.4447,2832,135.848,6603190.9139,0
1613433600000,48012.2,50280.2,47144.5,49188.4,339.8,1613455199999,16607041.6056,5002,101.848,4981062.3059,0
1613455200000,49250.0,49425.3,48630.0,49001.3,261.876,1613476799999,12847939.2903,3215,59.894,2937549.0216,0
1613476800000,48966.9,50988.2,48128.7,48359.1,498.627,1613498399999,24604707.8342,6032,154.658,7662684.6225,0
1613498400000,48323.8,49374.9,47870.1,49264.1,221.821,1613519999999,10808419.0486,3140,34.317,1675949.7949,0
1613520000000,49264.0,50375.7,49024.1,49748.0,221.833,1613541599999,11003524.4824,3395,31.727,1578098.6967,0
1613541600000,49774.4,51900.0,49679.7,51304.4,449.529,1613563199999,22964841.5548,7668,146.436,7477066.2977,0
1613563200000,51303.3,51682.7,50619.3,51546.2,263.542,1613584799999,13502771.1999,4375,57.018,2923637.7312,0
1613584800000,51535.8,52749.0,51428.8,52193.7,237.777,1613606399999,12403147.256,3743,48.607,2536246.0279,0
1613606400000,52357.5,52757.2,51839.4,52282.4,180.582,1613627999999,9446415.4945,2495,20.545,1075685.7569,0
1613628000000,52277.0,52326.5,51271.4,51507.3,221.037,1613649599999,11462708.0562,3329,29.315,1520025.8838,0
1613649600000,51499.8,52362.5,51000.0,51942.6,220.692,1613671199999,11430135.9756,3453,39.75,2058805.5016,0
1613671200000,51923.7,52295.8,51592.8,51645.4,237.418,1613692799999,12341234.8118,3054,42.126,2190289.2519,0
1613692800000,51687.8,52044.9,50824.9,51582.3,196.368,1613714399999,10101825.2286,2922,24.602,1264983.6679,0
1613714400000,51585.9,53099.8,51585.9,52809.8,224.669,1613735999999,11757389.0717,3841,36.755,1924316.0497,0
1613736000000,52825.9,54943.2,52417.3,54834.0,392.648,1613757599999,21034667.5889,6539,156.544,8396475.4108,0
1613757600000,54859.3,56546.9,54609.9,56020.4,448.269,1613779199999,24896105.7834,6014,196.042,10888458.0561,0
1613779200000,56053.1,56730.9,55457.3,55771.4,276.31,1613800799999,15509164.8639,4122,129.262,7253404.7419,0
1613800800000,55791.2,56498.9,55184.3,56465.6,222.288,1613822399999,12385864.7915,2924,91.824,5116731.5769,0
1613822400000,56500.0,57661.4,55921.5,57148.8,320.287,1613843999999,18243719.0302,4627,107.551,6125913.257,0
1613844000000,57137.0,57380.4,53989.4,55960.4,302.098,1613865599999,17026783.5233,4740,113.601,6417390.9295,0
1613865600000,55949.6,57076.3,55613.7,56665.6,208.928,1613887199999,11793242.5749,2751,89.053,5030066.0727,0
1613887200000,56669.5,57969.0,56021.0,57418.9,284.771,1613908799999,16209942.9159,3234,85.275,4864807.1226,0
1613908800000,57493.6,57896.0,56807.1,57622.7,264.054,1613930399999,15151992.2876,3616,121.756,6993183.4296,0
1613930400000,57631.1,58487.2,57104.6,57532.9,363.485,1613951999999,21016153.1332,4909,171.687,9934070.1909,0
1613952000000,57553.5,57642.3,55237.2,56000.6,331.872,1613973599999,18757158.9751,4750,127.307,7198656.7744,0
1613973600000,56002.5,56768.4,53439.4,54586.8,419.332,1613995199999,23178027.7499,5776,173.03,9579791.7174,0
1613995200000,54578.6,54708.1,47222.0,52192.6,608.754,1614016799999,32038565.1015,10253,250.228,13207616.7585,0
1614016800000,52179.2,55109.6,51655.1,54218.3,316.523,1614038399999,17037892.3519,5017,133.553,7190204.6992,0
1614038400000,54241.1,54260.8,48654.8,50041.1,559.477,1614059999999,28731279.7144,10189,258.127,13258568.5936,0
1614060000000,50000.0,51285.2,44900.0,46538.3,970.216,1614081599999,46570812.8632,15337,479.255,23016622.2149,0
1614081600000,46320.6,49960.3,45855.4,47296.7,923.532,1614103199999,44360524.6259,16067,431.341,20711068.0533,0
1614103200000,47282.8,49000.0,45250.0,48984.7,616.413,1614124799999,29005114.3895,10956,277.155,13032741.5038,0
1614124800000,48967.6,51467.3,47069.5,50278.9,374.078,1614146399999,18655974.7144,6646,179.222,8940447.5278,0
1614146400000,50289.8,51457.9,49503.4,50420.9,288.746,1614167999999,14561326.5231,5979,135.172,6819372.3638,0
1614168000000,50437.4,51377.0,48475.4,50107.4,353.367,1614189599999,17584420.1599,5592,155.224,7734501.5841,0
1614189600000,50112.7,50112.7,48071.3,49784.7,253.199,1614211199999,12432965.0791,4138,110.658,5437577.7804,0
1614211200000,49747.8,50977.5,49634.0,50491.0,206.696,1614232799999,10414194.1432,2882,98.656,4968572.9308,0
1614232800000,50489.7,50650.1,48703.9,50375.0,222.267,1614254399999,11087556.5095,3212,100.745,5032095.0126,0
1614254400000,50456.6,52100.0,49398.5,49639.3,365.865,1614275999999,18611862.6094,6259,168.588,8575674.7807,0
1614276000000,49563.1,50156.8,46738.0,47132.1,438.784,1614297599999,21343022.624,6419,197.41,9616266.1018,0
1614297600000,47118.7,47870.8,45570.5,45589.0,385.914,1614319199999,18091560.3193,6203,176.705,8286810.8189,0
1614319200000,45652.6,46916.5,44117.6,46445.7,475.643,1614340799999,21794496.1896,6774,207.899,9545068.3418,0
1614340800000,46471.6,48498.9,45912.2,47748.9,360.616,1614362399999,17003827.0227,5512,157.251,7415053.7465,0
1614362400000,47734.4,47902.0,45120.0,46325.0,324.317,1614383999999,15030418.1174,5236,141.861,6571106.8745,0
1614384000000,46307.2,48100.0,46233.6,47835.9,264.987,1614405599999,12596154.6235,4135,122.261,5813434.8282,0
1614405600000,47881.9,48459.5,46248.1,47360.4,311.526,1614427199999,14697615.7194,4366,132.317,6245820.0552,0
1614427200000,47336.6,47871.6,46350.0,47110.0,277.219,1614448799999,13060116.7092,4002,106.76,5033945.0992,0
1614448800000,47100.5,47582.7,45019.1,46175.7,341.244,1614470399999,15861502.9353,4595,144.961,6739873.9011,0
1614470400000,46154.4,46698.6,44223.3,44854.5,402.29,1614491999999,18307229.6654,5875,169.544,7723594.3866,0
1614492000000,44837.7,45588.6,43787.9,45290.7,352.215,1614513599999,15777076.4461,4892,142.072,6372756.9325,0
1614513600000,45294.9,45526.7,43049.5,43229.9,442.53,1614535199999,19489081.6805,6433,198.461,8746643.6788,0
1614535200000,43160.0,46011.8,43149.1,45211.3,375.273,1614556799999,16785813.4499,5502,195.356,8735557.4728,0
1614556800000,45220.0,46882.1,44994.2,46235.8,346.8,1614578399999,16052621.181,4599,172.751,7993264.6609,0
1614578400000,46251.7,47990.3,45688.9,47848.3,354.247,1614599999999,16682569.2285,4857,159.111,7508376.3023,0
1614600000000,47799.1,49624.9,47544.9,48616.3,430.046,1614621599999,20903066.2717,7277,213.813,10393782.6256,0
1614621600000,48660.7,49880.0,48027.0,49688.5,381.221,1614643199999,18614174.2192,5984,184.854,9035354.5527,0
1614643200000,49708.3,50349.4,48710.8,48797.2,246.691,1614664799999,12180083.8196,4715,103.705,5127308.2211,0
1614664800000,48775.0,49369.4,48317.2,48920.3,299.116,1614686399999,14630301.6963,4945,123.435,6038245.8315,0
1614686400000,48949.5,49801.3,47291.5,47918.7,375.132,1614707999999,18206793.0197,6288,167.06,8112783.127,0
1614708000000,47903.4,48541.8,47078.8,48513.5,315.965,1614729599999,15063193.5288,5340,155.623,7421583.6618,0
1614729600000,48509.6,49530.5,48183.9,49113.0,239.771,1614751199999,11731276.2268,3510,128.932,6306855.2058,0
1614751200000,49174.4,51846.0,49174.4,51726.2,435.382,1614772799999,22109280.5619,6878,211.091,10712055.2663,0
1614772800000,51711.9,52711.7,50536.4,51399.9,410.842,1614794399999,21136498.6837,7534,185.971,9573128.3169,0
1614794400000,51384.3,51699.0,50323.7,50456.6,258.372,1614815999999,13164914.433,4268,110.97,5656761.5366,0
1614816000000,50453.2,51823.5,49050.7,49705.9,288.806,1614837599999,14548393.2417,6221,124.023,6243822.4042,0
1614837600000,49709.4,50801.5,48568.6,49385.5,275.129,1614859199999,13631392.9661,5811,116.1,5753844.389,0
1614859200000,49372.2,50683.5,48331.9,48487.9,309.456,1614880799999,15323219.356,6597,145.44,7207257.7689,0
1614880800000,48468.9,48726.4,47504.1,48418.1,244.052,1614902399999,11759951.9336,4961,99.723,4806070.2916,0
1614902400000,48418.1,48418.3,46322.3,47155.2,245.738,1614923999999,11542883.148,5468,95.126,4467764.4975,0
1614924000000,47158.5,47567.4,46444.1,47510.6,222.615,1614945599999,10492122.8645,3830,86.354,4072433.6668,0
1614945600000,47529.6,48780.0,46932.1,48122.4,377.045,1614967199999,18063227.1321,7505,173.953,8339926.1231,0
1614967200000,48168.7,49515.8,47928.3,48820.3,312.414,1614988799999,15294407.1984,5192,152.985,7498490.9349,0
1614988800000,48837.6,49186.5,48140.2,48536.6,146.234,1615010399999,7110003.5176,2997,61.679,2996127.1378,0
1615010400000,48536.2,49163.0,47958.8,48165.4,203.787,1615031999999,9911235.1527,3294,90.186,4382988.5426,0
1615032000000,48145.9,48482.4,47100.0,48263.0,228.379,1615053599999,10891217.0423,4661,108.617,5183232.5437,0
1615053600000,48263.1,49256.4,48168.0,48938.7,299.309,1615075199999,14553020.1464,4417,129.804,6311214.1577,0
1615075200000,49004.5,49958.4,49004.5,49400.2,237.183,1615096799999,11722258.3775,3838,107.62,5321169.2621,0
1615096800000,49410.1,51260.9,49210.5,50773.5,296.345,1615118399999,14944504.9064,4836,123.823,6259987.6494,0
1615118400000,50789.7,51427.7,50180.6,51105.6,259.501,1615139999999,13188755.2974,4524,123.63,6286621.9321,0
1615140000000,51117.1,51540.1,49789.1,51033.8,262.394,1615161599999,13245105.1,4452,104.207,5262385.8015,0
1615161600000,51073.1,51911.1,50175.1,50806.1,230.516,1615183199999,11755111.3376,3934,101.753,5191692.6691,0
1615183200000,50840.0,50994.5,49360.0,50559.7,256.532,1615204799999,12832560.5649,4349,108.036,5407732.7243,0
1615204800000,50590.0,51333.1,50194.2,50834.6,252.082,1615226399999,12810054.3352,4355,112.57,5722193.4741,0
1615226400000,50886.9,52490.2,50814.2,52466.1,247.577,1615247999999,12774764.1106,4120,107.221,5539076.1505,0
1615248000000,52465.5,54499.3,51922.4,54328.0,328.734,1615269599999,17579343.0285,6120,127.685,6835562.7396,0
1615269600000,54301.2,54553.7,46150.1,54327.0,325.958,1615291199999,17485329.4865,5624,124.165,6716851.5417,0
1615291200000,54327.0,54870.0,53631.5,53884.7,269.961,1615312799999,14655824.7223,4626,117.869,6401467.7881,0
1615312800000,53850.5,54989.5,53690.4,54959.2,222.733,1615334399999,12108568.5124,3840,93.466,5084898.8623,0
1615334400000,54944.0,55935.9,53100.1,53741.6,361.186,1615355999999,19635742.1158,6046,162.458,8842183.6493,0
1615356000000,53741.4,55516.4,53584.2,54904.7,283.156,1615377599999,15473973.4873,4752,116.336,6345139.0524,0
1615377600000,54933.6,57236.1,54925.9,56924.4,390.045,1615399199999,21913695.7988,7373,189.112,10613887.0728,0
1615399200000,56924.9,57489.0,55619.1,55950.3,366.037,1615420799999,20725780.2936,5572,173.33,9817786.4679,0
1615420800000,56000.0,56616.9,55248.7,55324.6,317.114,1615442399999,17725705.0305,5088,152.362,8518022.3424,0
1615442400000,55315.9,56370.1,54337.8,56293.2,326.615,1615463999999,18047982.1528,5104,157.97,8732246.3987,0
1615464000000,56307.4,57335.6,55820.0,56897.3,442.559,1615485599999,25088772.7378,6897,217.325,12322096.2012,0
1615485600000,56904.5,58271.6,56546.7,57858.7,411.364,1615507199999,23665799.503,6243,195.228,11238073.6941,0
1615507200000,57903.6,58203.1,56356.7,57226.9,303.349,1615528799999,17322326.5788,4571,135.369,7732511.1233,0
